ENSMUST00000097833	Gm10568
AF357388	Snora52
NR_028142	Pnpla2
NM_001025103	Efcab4a
NM_053082	Tspan4
NM_023566	Muc2
NM_010844	Muc5ac
NM_028801	Muc5b
NM_029426	Brsk2
NM_023860	Krtap5-3
AK044960	B130016D09Rik
AK054458	E330027M22Rik
NM_018802	Syt8
NM_009405	Tnni2
NM_019391	Lsp1
NM_001163664	Tnnt3
ENSMUST00000097935	Gm6471
NM_020286	Tspan32
NM_133655	Cd81
NM_020285	Tssc4
NM_008434	Kcnq1
NM_001042760	Slc22a18
NM_007856	Dhcr7
ENSMUST00000033411	Gm498
ENSMUST00000097928	Gm10574
ENSMUST00000084390	Gm10152
NM_008007	Fgf3
NM_010202	Fgf4
NM_008003	Fgf15
NM_028184	Oraov1
NM_145379	Mrgprf
NM_203490	Mrgprd
NM_175632	Oscar
NM_023524	Tfpt
NM_027203	Leng1
NM_181820	Tmc4
NM_029934	Mboat7
NM_011095	Lilrb3
NM_011088	Pira11
NM_011087	Pira1
NM_011090	Lilra6
NM_001113474	Lair1
NR_033568	9430041J12Rik
NR_033548	D030047H15Rik
NM_175529	Leng9
NM_175372	Rdh13
NM_029834	Ppp1r12c
NM_011618	Tnnt1
NM_009406	Tnni3
BC150983	6030429G01Rik
NM_016908	Syt5
NM_207270	Ptprh
NM_023440	Tmem86b
NM_172894	Saps1
NM_024172	Hspbp1
NM_177887	Tmem150b
NM_183405	Cox6b2
NM_172895	Fam71e2
NM_008350	Il11
NM_029384	2210411K11Rik
NM_172737	Shisa7
NM_026158	Isoc2b
NM_001146329	Sbk2
NM_026741	Zfp579
NM_011813	Fiz1
NM_138954	Rfpl4
NM_009028	Rasl2-9
NM_030740	Vmn1r56
NM_177690	Nlrp2
NM_030739	Vmn1r58
NM_207543	Vmn1r59
NM_001081405	Vmn2r28
NM_030742	Vmn1r63
NM_207544	Vmn1r64
NM_030738	Vmn1r65
NM_001013012	Zfp787
NM_001033249	Zfp583
NM_146914	Olfr5
NM_146385	Olfr1347
NM_146913	Olfr1348
NM_207136	Olfr1349
NM_011769	Zim1
NM_008817	Peg3
NM_172738	5730403M16Rik
NM_029584	Zfp773
NR_003555	Vmn2r29
NM_011334	Clcn4-2
NR_015598	2810047C21Rik1
NM_001105179	Vmn2r51
NM_001105191	Vmn2r52
NM_134230	Vmn1r66
AY596195	Nlrp4d
NM_009577	Zik1
NM_145842	Vmn1r69
NM_145848	Vmn1r71
NM_001110316	Zscan4f
NR_029647	Mir297-1
NM_145843	Vmn1r72
NM_134205	Vmn1r76
NM_134210	Vmn1r81
NM_134209	Vmn1r83
NM_134233	Vmn1r84
NM_001033820	Zfp551
NM_001081449	Vmn2r54
NM_001104648	Vmn2r56
NM_001017955	Zscan18
NM_026046	Zfp329
NM_009512	Slc27a5
NM_001024699	Zbtb45
NM_026885	Chmp2a
NM_145578	Ube2m
NM_145819	Mzf1
NM_145847	Vmn1r85
NM_001167536	Vmn1r86
NM_134227	Vmn1r87
NM_177312	6330408A02Rik
NM_001080942	9230107M04Rik
NM_001101534	Gm5584
ENSMUST00000098809	Gm6955
NM_001081325	Gm6957
NM_175250	2810007J24Rik
NM_001039146	Vmn1r90
NM_145710	Obox6
NM_007770	Crx
NM_009156	Sepw1
NM_133831	Gltscr2
NM_153068	Ehd2
NM_001081418	Gltscr1
NM_027883	Dhx34
NM_176912	Gpr77
NM_001173550	C5ar1
NM_172297	Ccdc9
NM_019748	Sae1
NM_008718	Npas1
NM_172739	Grlf1
NM_175315	Ceacam15
NM_173430	Fkrp
NM_007590	Calm3
NM_011155	Ppp5c
NM_001162950	Hif3a
XR_033411	Gm9519
NM_011963	Psg18
NM_054063	Psg28
NM_001029893	Psg26
NM_054060	Psg25
NM_001037168	Psg27
NM_020261	Psg23
NM_027403	Psg21
NM_011964	Psg19
NM_007677	Psg17
NM_001033314	Ccdc61
NM_008260	Foxa3
NM_026111	Qpctl
NM_001080815	Gipr
NM_009499	Vasp
NM_177691	Ppm1n
NM_008036	Fosb
NM_145822	Cd3eap
NM_146182	Klc3
NM_172279	Mark4
NM_177692	Bloc1s3
NM_199149	Lrrc68
NM_027189	Gemin7
NM_016680	Sfrs16
NM_009046	Relb
NM_019649	Clptm1
NM_009695	Apoc2
NM_007385	Apoc4
NM_007469	Apoc1
NM_009696	Apoe
NM_008990	Pvrl2
NM_020486	Bcam
NM_023224	Cblc
NM_033601	Bcl3
NM_001033419	Ceacam16
NM_177036	Ceacam19
NM_027514	Pvr
BC139455	2210010C17Rik
NM_001166743	Vmn1r117
NM_001122682	Vmn1r132
NM_001166836	Vmn1r101
NM_001166741	Vmn1r121
NM_001166712	Vmn1r151
NM_001166841	Vmn1r158
NM_001166737	Vmn1r103
NM_001166742	Vmn1r118
NM_001034904	Gm5891
NM_001166727	Vmn1r175
NM_001166721	Vmn1r176
NM_206872	Vmn1r177
NM_019940	Zfp111
NM_020262	Zfp109
NM_009561	Zfp61
NM_009568	Zfp94
NM_001163810	1700008P20Rik
NM_199013	Irgc1
BC139039	2310033E01Rik
NM_001033205	Zfp575
NM_019981	Tex101
NM_177593	Gm4763
NM_026862	Cd177
NM_182785	Lypd4
XM_992867	Gm4881
NM_010261	Rabac1
NM_144921	Atp1a3
NM_008168	Grik5
NM_011138	Pou2f2
NM_207677	Dedd2
NM_010155	Erf
NM_001039185	Ceacam1
NM_008776	Pafah1b3
NM_028219	Cnfn
NM_153576	Cxcl17
NM_001113368	Ceacam2
NM_001039243	Gm7092
NM_007533	Bckdha
NM_177102	Tmem91
NM_028771	Ccdc97
NM_144922	Hnrnpul1
NM_009465	Axl
NM_028775	Cyp2s1
NM_001042612	Nlrp9c
NM_134231	Vmn1r185
NM_001081148	Cyp2b23
NM_001101467	Cyp2a22
NM_053208	Egln2
NM_029391	Rab4b
NM_019394	Mia1
NM_015782	Snrpa
NM_181593	Itpkc
NM_175641	Ltbp4
NM_138676	Shkbp1
NM_032610	Spnb4
NM_023418	Pgam1
NM_011116	Pld3
NM_001081292	Map3k10
NM_028538	1700049G17Rik
NM_001081021	Zfp780b
BC025082	Zfp850
NM_011874	Psmc4
NM_175033	BC089491
NM_007866	Dll3
NM_025616	Timm50
NM_013676	Supt5h
NM_138752	Plekhg2
NM_011756	Zfp36
NM_026042	Med29
NM_175021	Samd4b
NM_001024673	Il28a
NM_001081115	Nccrp1
NM_027470	Pak4
NM_175319	C330005M16Rik
NM_011885	Mrps12
NM_010908	Nfkbib
ENSMUST00000098619	Gm10648
NM_021895	Actn4
NM_028659	Eif3k
NM_009109	Ryr1
NM_182927	Spred3
NM_026545	Psmd8
NM_001164658	Catsperg1
NM_001033525	Kcnk6
NM_028179	2200002D01Rik
NM_011464	Spint2
NM_001081028	Sipa1l3
NM_029714	Catsperg2
BC027344	BC027344
NM_001037707	Zfp27
NM_178384	Zfp74
NM_011748	Zfp14
NM_177889	Zfp82
NM_152814	Zfp566
NM_011980	Zfp146
NM_009795	Capns1
NM_025548	Tbcb
ENSMUST00000047308	Ovol3
NM_175478	Lrfn3
NM_011827	Hcst
NM_007467	Aplp1
NM_172898	Kirrel2
NM_178252	Arhgap33
BC053749	BC053749
NM_029377	Lin37
NM_029274	Wbp7
NM_021397	Zbtb32
NM_026815	Upk1a
NM_025628	Cox6b1
NM_007959	Etv2
NM_133693	Rbm42
NR_027848	4930479M11Rik
NM_027215	Tmem147
NM_146187	Ffar2
NM_001033316	Ffar3
NM_194057	Ffar1
NM_001043317	Cd22
NM_010758	Mag
NM_183257	Hamp2
NM_032541	Hamp
NM_011680	Usf2
NM_017405	Lsr
NM_008761	Fxyd5
NM_022007	Fxyd7
NM_052992	Fxyd1
NM_008557	Fxyd3
NM_001110252	Hpn
NM_011322	Scn1b
NM_027898	Gramd1a
NM_020563	Apbh
NM_001009952	Abpd
XM_001481266	Scgb2b1
NM_177446	Abpz
NM_178308	Abpg
NM_001100464	Abpb
XR_030684	Gm12760
NM_207212	Wtip
NM_016682	Uba2
NM_026549	Pdcd2l
BC060233	4931406P16Rik
NM_025948	Lsm14a
ENSMUST00000032709	Kctd15
NM_175140	Chst8
NM_009884	Cebpg
NM_001024707	Lrp3
XR_035588	Wdr88
NM_026181	Gpatch1
NM_178643	C230052I12Rik
NM_028034	Tdrd12
NM_145840	Rgs9bp
NM_178704	Dpy19l3
NM_172385	Zfp536
NM_011274	C80913
NM_007633	Ccne1
NM_024413	Plekhf1
NM_025390	Pop4
NM_001013810	Gm5591
NM_177890	Gm5114
BC099396	AI987944
NM_001033530	AW146154
AF022250	Vmn2r-ps57
XR_002212	Gm7224
NR_028441	Vmn2r-ps60
BC147587	4933421I07Rik
NM_001008427	Gm5595
NM_027264	Zfp715
NM_001164518	Iglon5
NM_028737	4931406B18Rik
BC100510	Gm2511
NM_001111058	Cd33
NM_031181	Siglece
NR_029436	1700028J19Rik
ENSMUST00000118216	Acpt
NM_009131	Clec11a
NM_027049	1700008O03Rik
NM_197991	2310044H10Rik
NM_146189	Mybpc2
NM_019866	Spib
NM_011131	Pold1
NM_009473	Nr1h2
NM_028021	Myh14
NM_178734	Zfp473
NM_030693	Atf5
NM_001042655	Tbc1d17
NM_133949	Ptov1
NM_029365	Med25
NM_007458	Ap2a1
NM_153679	Cpt1c
NM_019830	Prmt1
NM_029410	Bcl2l12
NM_001008422	Scaf1
NM_175022	Prr12
NM_022999	Prrg2
NM_026555	Rcn3
NM_010189	Fcgrt
NM_013725	Rps11
NR_000004	Snord35b
NR_000003	Snord35a
NR_002455	Snord34
NR_001277	Snord33
NR_000002	Snord32a
NM_013520	Flt3l
NM_145954	Aldh16a1
NM_201374	Ccdc155
NM_015789	Dkkl1
NM_007645	Cd37
NM_175130	Trpm4
NM_029741	Ppfia3
NM_011698	Lin7b
NM_009224	Snrnp70
NM_011304	Ruvbl2
NM_007527	Bax
NM_027903	Dhdh
NM_001163662	Nucb1
NM_008654	Ppp1r15a
NM_020013	Fgf21
NM_018876	Fut2
NM_019934	Sec1
NM_020011	Sphk2
NM_027055	Spaca4
NM_017465	Sult2b1
ENSMUST00000098451	Gm5897
NM_011181	Cyth2
NM_145963	Kcnj14
NM_153419	Grwd1
NM_008172	Grin2d
NM_021482	Syngr4
NM_010129	Emp3
NM_018795	Abcc6
NM_010602	Kcnj11
NM_011510	Abcc8
NM_013789	Sergef
NM_009414	Tph1
NM_030233	Saal1
NM_011315	Saa3
NM_011316	Saa4
NM_009117	Saa1
NM_001005247	Hps5
NM_175318	Spty2d1
NM_013643	Ptpn5
NM_205821	Mrgpra6
NM_001177566	Mrgpra9
NM_153095	Mrgpra1
NM_001172588	Mrgpra2a
NM_153101	Mrgpra2b
XM_001474409	Gm9717
XM_884240	Gm5734
NM_153524	Mrgpra4
NM_207540	Mrgprx1
NM_207538	Mrgprb5
NM_205795	Mrgprb4
NM_205810	Mrgprb1
NM_001034868	Mrgprx2
NM_175531	Mrgprb2
NM_207537	Mrgprb3
XM_001475880	Gm7262
NM_013808	Csrp3
NM_001013368	E2f8
NM_001005232	Dbx1
XR_002246	Gm9350
NM_001115087	Fancf
NM_001160345	Svip
NM_023647	Nipa2
NM_008074	Gabrg3
XM_001475615	Gm3079
NM_013670	Snrpn
DQ656357	A230006K03Rik
XM_885442	Ube2nl
ENSMUST00000054860	Gm9801
NM_011746	Mkrn3
NM_013788	Peg12
NM_007390	Chrna7
XR_032679	Gm7482
NM_021366	Klf13
NM_177893	Mtmr15
NM_026483	Mphosph10
NM_183087	Fam189a1
NM_023239	Ndnl2
NM_009386	Tjp1
ENSMUST00000098392	Gm10624
NM_146191	Lrrk1
NM_053080	Aldh1a3
NM_001033713	Mef2a
NM_175124	Lrrc28
NM_201639	Synm
NM_030101	Pgpep1l
NM_001042592	Arrdc4
NM_009697	Nr2f2
ENSMUST00000094315	Gm10295
NM_001024703	Mctp2
XR_034027	Gm7693
NM_001081345	Chd2
NM_009181	St8sia2
NM_023908	Slco3a1
NM_001109753	Sv2b
NM_008746	Ntrk3
NM_023331	Mrpl46
NM_029585	Det1
NM_178255	Hapln3
NM_008594	Mfge8
NM_020599	Rlbp1
NM_017462	Polg
NM_019799	Rhcg
NM_175640	Plin1
NM_011068	Pex11a
NM_008588	Mesp1
NM_008486	Anpep
NM_009682	Ap3s2
BC031379	2610034B18Rik
NM_173011	Idh2
NM_011870	Cib1
NM_173445	Rccd1
NM_133952	Unc45a
NM_172903	Man2a2
NM_010194	Fes
NM_011046	Furin
NM_007550	Blm
NM_173863	Crtc3
NM_016721	Iqgap1
NR_027976	Wdr73
NM_026523	Nmb
NM_019951	Sec11a
NM_007755	Cpeb1
NM_021492	Ap3b2
ENSMUST00000073406	BC048679
NM_172904	Fsd2
BC027500	3110040N11Rik
NM_013886	Hdgfrp3
NM_007562	Bnc1
NM_177894	Fam154b
ENSMUST00000098325	Gm10610
NM_010551	Il16
NM_029335	1700026D08Rik
NM_030705	Mesdc1
NM_030728	9930013L23Rik
NM_133722	Fam108c
NM_007488	Arnt2
NM_010176	Fah
NM_022985	Zfand6
XM_884867	Gm6155
NM_001033878	Vmn2r66
NM_001105181	Vmn2r68
NM_001105183	Vmn2r70
NM_001105187	Vmn2r74
NM_001102578	Vmn2r75
NM_001102580	Vmn2r76
NM_001011520	Olfr310
NM_001011866	Olfr309
NM_146621	Olfr308
NM_146617	Olfr307
NM_146616	Olfr305
NM_001011828	Olfr304
NM_146619	Olfr303
NM_001011751	Olfr298
NM_001011750	Olfr294
NM_016770	Folh1
NM_011661	Tyr
NM_028343	Tmem135
NM_001162979	Ccdc81
NM_026304	l7Rn6
XM_357814	Gm5341
NM_029256	Ccdc83
NM_025460	Tmem126a
NM_026734	Tmem126b
XR_031402	Gm2509
NM_028665	Ankrd42
NM_029078	Pcf11
NR_015510	4632427E13Rik
NM_001080995	4632434I11Rik
AF223569	Gm5037
ENSMUST00000065257	Gm15413
NM_001177412	Usp35
NM_009381	Thrsp
NM_001177945	1810020D17Rik
NM_175105	Aqp11
NM_008663	Myo7a
NM_007602	Capn5
NM_011010	Omp
NM_001081167	B3gnt6
NM_025408	Acer3
NM_001168541	Tsku
ENSMUST00000069035	A630091E08Rik
NM_172280	2210018M11Rik
NM_178635	Uvrag
NM_026384	Dgat2
NM_177448	Mogat2
NM_009825	Serpinh1
NM_012052	Rps3
NR_002173	Snord15b
NR_002172	Snord15a
ENSMUST00000078533	Gm4980
NM_175316	Slco2b1
ENSMUST00000065741	F730035P03Rik
NM_016720	Neu3
NM_025668	Spcs2
NM_175388	Rnf169
AK086292	Gm5115
NM_133692	Pold3
NM_028292	Ppme1
ENSMUST00000098254	Gm10603
NM_153527	Dnajb13
BC096037	D630004N19Rik
NM_013746	Plekhb1
NM_177073	Relt
NM_001081116	Arhgef17
NM_183168	P2ry6
NM_008773	P2ry2
NM_001111111	Atg16l2
NM_007490	Art2a
NM_019915	Art2b
NM_008035	Folr2
NM_008034	Folr1
NM_001162974	Lrrc51
NM_010531	Il18bp
NM_029211	Rnf121
NM_007491	Art5
NM_001081424	Chrna10
NM_022979	Nup98
NM_019566	Rhog
NM_001011782	Olfr543
NM_009277	Trim21
NM_146755	Olfr551
NM_207621	Olfr553
NM_198012	Trim68
NM_147073	Olfr33
NM_147112	Olfr559
NM_130866	Olfr78
NM_147088	Olfr569
NM_147085	Olfr571
NM_147114	Olfr575
NM_147109	Olfr577
NM_147115	Olfr578
NM_147111	Olfr586
NM_147052	Olfr589
NM_001011847	Olfr591
NM_001001559	Dub2a
NM_147046	Olfr600
NM_146314	Olfr601
NM_001011854	Olfr605
ENSMUST00000045546	Olfr607
NM_147082	Olfr609
NM_147081	Olfr610
NM_147099	Olfr616
NM_146812	Olfr620
NM_147083	Olfr622
NM_147122	Olfr623
NM_146821	Olfr629
NM_147098	Olfr630
NM_013621	Olfr69
NM_013620	Olfr68
NM_013619	Olfr67
NM_001127686	Gm5736
NM_008219	Hbb-bh1
NM_008221	Hbb-y
NM_013618	Olfr66
NM_013617	Olfr64
NM_147084	Olfr639
NM_146822	Olfr640
NM_146329	Olfr642
NM_147077	Olfr643
NM_147121	Olfr644
NM_207144	Olfr645
ENSMUST00000053743	4931431F19Rik
NM_198623	Ubqln3
NM_198624	Ubqlnl
BC058791	E030002O03Rik
NM_146751	Olfr648
NM_147055	Olfr649
NM_023835	Trim12
NM_175648	A530023O14Rik
NM_009099	Trim30
NM_199146	AI451617
NM_001037924	Gm6577
NM_146820	Olfr655
NM_147049	Olfr658
ENSMUST00000063442	Olfr664
NM_201409	Dub1a
NM_147096	Olfr666
NM_147060	Olfr667
NM_147059	Olfr668
NM_207146	Olfr670
NM_001011755	Olfr671
NM_146760	Olfr672
NM_001011848	Olfr675
NM_147045	Olfr683
NM_207249	Olfr684
NM_001011857	Olfr685
NM_147069	Olfr686
NM_020290	Olfr690
NM_147061	Olfr691
NM_199009	Fam160a2
XR_035686	Gm4972
NM_028444	Prkcdbp
NM_009685	Apbb1
NM_017371	Hpx
NM_018880	Trim3
NM_029802	Arfip2
NM_025897	Rrp8
NM_009906	Tpp1
NM_001162943	Dchs1
NM_025301	Mrpl17
NM_029000	Gvin1
NR_003967	Gm4759
AK172683	Gm8995
ENSMUST00000098144	Gm1966
NM_146453	Olfr693
NM_146598	Olfr695
NM_146599	Olfr697
NM_146602	Olfr698
NM_001011862	Olfr699
NM_146600	Olfr700
NM_146597	Olfr702
NM_147032	Olfr705
NM_146353	Olfr706
NM_146601	Olfr710
NM_206897	Olfr6
NM_147035	Olfr711
NM_010983	Olfr2
NM_001162940	Gm10081
NM_146780	Olfr715
ENSMUST00000060348	5330417H12Rik
NM_177216	Cyb5r2
NM_172908	Ovch2
NM_146426	Olfr469
NM_146425	Olfr470
NM_146734	Olfr478
NM_020291	Olfr480
NM_146733	Olfr482
NM_146499	Olfr484
NM_001011810	Olfr485
NM_146496	Olfr486
NM_001011811	Olfr487
NM_146732	Olfr488
NM_146498	Olfr490
NM_146497	Olfr492
NM_146310	Olfr493
NM_146739	Olfr502
NM_001011858	Olfr504
NM_146372	Olfr509
NM_146726	Olfr514
NM_146725	Olfr516
NM_001011846	Olfr517
NM_146306	Olfr518
NM_207160	Olfr519
NM_175532	Nlrp10
NM_001038624	Ric3
NM_057173	Lmo1
NM_054103	Stk33
NM_001170912	Trim66
NM_001001326	St5
BC051019	BC051019
NM_020051	Ascl3
NM_020050	Tmem9b
NM_020610	Nrip3
NM_020052	Scube2
NM_021494	Dennd5a
ENSMUST00000098110	AA474408
NM_177324	Sbf2
ENSMUST00000098108	B430319F04Rik
NM_053247	Lyve1
NM_010826	Mrvi1
NM_013507	Eif4g2
NM_173739	Galntl4
NM_015814	Dkk3
ENSMUST00000093797	Gm6347
NM_133700	Btbd10
NM_020623	Pth
ENSMUST00000098100	Gm5600
NM_025846	Rras2
NM_033370	Copb1
NM_011965	Psma1
NM_177382	Cyp2r1
NM_007587	Calca
NM_011445	Sox6
NM_172743	Plekha7
NR_028273	Snord14a
NM_011083	Pik3c2a
XR_034261	Gm9197
XR_033846	LOC100047986
NM_019419	Arl6ip1
NM_001031814	Smg1
NM_138649	Syt17
NM_009940	Coq7
NM_172476	Tmc7
NM_019580	Gde1
NM_023197	2310008H09Rik
NM_022420	Gprc5b
NM_001024138	Gpr139
NM_025989	Gp2
NM_009470	Umod
NM_027943	Pdilt
NM_145585	Thumpd1
NM_027698	Eri2
NM_173408	Dcun1d3
AK016186	4930560O18Rik
NM_011775	Zp2
NM_016669	Crym
NM_001040136	Pdzd9
NM_007672	Cdr2
NM_030691	Igsf6
NM_001033318	Cog7
NM_028758	Gga2
NM_026140	Ears2
NM_001081238	Palb2
NM_012016	Ern2
NM_144529	Arhgap17
NM_001081329	Zkscan2
XM_001480057	Gm4469
ENSMUST00000061823	4933440M02Rik
NM_026330	Nsmce1
NM_207239	Gtf3c1
NM_001101488	Gsg1l
NM_028816	Xpo6
NM_010689	Lat
NM_023712	Spns1
NM_010900	Nfatc2ip
NM_009844	Cd19
NM_007504	Atp2a1
NM_011363	Sh2b1
NM_183020	Atxn2l
NM_001146311	Cln3
NM_145636	Il27
NM_019738	Nupr1
NM_133670	Sult1a1
NM_009898	Coro1a
ENSMUST00000068836	Gm9967
NM_019674	Ppp4c
NM_001177307	Aldoa
BC048622	4930451I11Rik
NM_153580	Ino80e
NM_001163774	Taok2
NM_026827	Tmem219
NM_001039645	Asphd1
NM_080638	Mvp
NM_030240	2900092E17Rik
NM_001102563	Prrt2
NM_010772	Maz
NM_145588	Kif22
NM_026918	Zg16
NM_133686	Qprt
NM_009259	Spn
NM_027353	Cd2bp2
NM_144522	Tbc1d10b
NM_017461	Sept1
NR_030674	Gm4532
NM_023203	Dctpp1
NM_009266	Sephs2
NM_146202	Zfp768
NM_175560	Zfp747
NM_030226	9130019O22Rik
NM_198011	E430018J23Rik
NM_146203	Zfp764
NM_026999	Zfp688
NR_024331	1700008J07Rik
NM_177226	Zfp629
NR_027915	1700120K04Rik
NM_009746	Bcl7c
NM_198858	Ctf2
NM_024414	Stx1b
NM_146259	Zfp668
NM_001081268	Prss53
NM_178600	Vkorc1
NM_133351	Prss8
NM_001081374	Prss36
NM_023258	Pycard
NM_009943	Cox6a2
NM_177001	9130023H24Rik
NM_026418	Rgs10
NM_009383	Tial1
NM_010207	Fgfr2
NM_013799	Ate1
NM_001162855	Nsmce4a
AB036742	Etos1
BC115646	4933402N03Rik
NM_008411	Cuzd1
NM_027037	1700007K09Rik
BC044749	2310057M21Rik
NM_018867	Cpxm2
NM_029935	Chst15
NM_016978	Oat
NM_009123	Nkx1-2
NM_175268	Fam53b
NM_028095	Mettl10
BC002195	BC002195
NM_009980	Ctbp2
BC100509	4930404H21Rik
NM_152944	Mmp21
NM_009479	Uros
NM_133941	Dhx32
NM_007400	Adam12
ENSMUST00000051742	A130023I24Rik
GQ499374	D7Ertd443e
NM_001143802	Fam196a
NM_178669	Clrn3
NM_001081117	Mki67
ENSMUST00000097979	Gm10579
NM_001113415	Ebf3
NM_029886	9430038I01Rik
NM_183289	Tcerg1l
NM_001045483	Mapk1ip1
NM_021302	Stk32c
NR_027857	Nkx6-2
BC116882	E030019B06Rik
ENSMUST00000074388	9330101J02Rik
XR_034238	Gm4974
NR_029589	Mir202
BC145730	6430531B16Rik
NM_007403	Adam8
NM_133755	Tubgcp2
NM_010836	Msx3
NM_026769	Caly
NM_026928	1810014F10Rik
NM_053119	Echs1
NM_183147	Sprn
NM_146952	Olfr522
NM_001011814	Olfr524
NM_146955	Olfr60
NM_146519	Olfr530
NM_146953	Olfr531
NM_147026	Olfr532
NM_146520	Olfr536
NM_001143765	Syce1
NM_001001180	BC066028
NM_018742	Bet1l
NM_022433	Sirt3
NM_007751	Cox8b
NM_053088	Ifitm5
NM_025378	Ifitm3
NM_001033632	Ifitm6
NM_023059	Sigirr
NM_178381	Ano9
NM_001172101	Rnh1
NM_001130444	Hras1
NR_029793	Mir210
NM_016850	Irf7
NM_001114322	Cdhr5
NM_011328	Sct
NM_016874	Deaf1
NR_033532	B230206H07Rik
NM_172116	Pddc1
NM_021316	Cend1
NM_026646	Slc25a22
NM_022654	Lrdd
NM_025593	Polr2l
NM_001142681	Chid1
NM_181729	Muc6
NM_023764	Tollip
NM_028308	2700078K21Rik
NM_001037822	Krtap5-5
XR_034827	Gm5054
NM_177265	6330512M04Rik
NM_009983	Ctsd
NR_033261	Gm14492
NM_001122737	Igf2
NR_030251	Mir483
NM_008387	Ins2
XM_917111	Gm7290
NM_009377	Th
NM_008554	Ascl2
NR_015529	R74862
NM_020277	Trpm5
NM_001161624	Cdkn1c
NM_009434	Phlda2
NM_008672	Nap1l4
NM_013742	Cars
NM_175649	Tnfrsf26
NM_023680	Tnfrsf22
NM_024290	Tnfrsf23
NM_024289	Osbpl5
NM_203492	Mrgprg
NM_175534	Mrgpre
NM_030221	Nadsyn1
NM_007803	Cttn
NM_001033319	Ppfia1
NM_010175	Fadd
NM_178642	Ano1
NM_007631	Ccnd1
NR_033626	1810010D01Rik
NM_146206	Tpcn2
NM_001004153	AU018091
NM_133190	Cacng8
NM_001093765	Myadm
NM_133189	Cacng7
NM_001033378	A430078G23Rik
NM_133962	Arhgef18
BC050809	1700019B03Rik
NM_080461	Zfp358
NM_053177	Mcoln1
NM_001122818	Pnpla6
NM_001024728	C330021F23Rik
NM_001163749	2310057J16Rik
NM_011503	Stxbp2
NM_022984	Retn
NM_026985	1810033B17Rik
NM_025701	Trappc5
NM_181732	Aida
BC118542	Cd209g
NM_028175	Lrrc8e
NM_001164172	Map2k7
NM_133968	Snapc2
NM_026058	Lass4
NM_145591	BC003267
XR_031532	LOC674846
XR_031660	Gm5605
ENSMUST00000048606	4921522P10Rik
AK081065	B930078G14Rik
NM_001081119	Abhd13
NM_001081397	Myo16
NM_009932	Col4a2
NM_026995	Carkd
NM_011919	Ing1
ENSMUST00000033907	1700128E19Rik
NM_001113518	Arhgef7
BC049746	1700018L24Rik
ENSMUST00000098935	A230072I06Rik
NR_027975	Gm5607
NM_009233	Sox1
NM_024279	1700094C09Rik
ENSMUST00000068194	4931415C17Rik
NM_015804	Atp11a
NM_178076	Mcf2l
NM_010172	F7
NM_007972	F10
NM_025834	Proz
NM_146207	Cul4a
NM_010684	Lamp1
NM_172282	Tmco3
NM_011881	Grk1
NM_001143671	Fam70b
NM_027276	Cdc16
NM_025924	Upf3a
NM_181854	Zfp828
NM_025785	Fbxo25
ENSMUST00000098916	Gm10699
NM_172910	Dlgap2
NM_012000	Cln8
NM_172751	Arhgef10
NM_008664	Myom2
NM_173189	Mcph1
NM_026792	Agpat5
NM_183035	Defb34
NM_001034905	Spag11b
NM_153115	Spag11a
NM_183026	Defb14
NM_019728	Defb4
NM_030734	Defb5
NM_054074	Defb6
NM_001025351	Defb46
NM_013756	Defb3
NM_139220	Defb7
XR_031858	Gm16425
NM_001012640	AY761185
NM_001025353	Gm6040
XR_030580	LOC100039037
NM_183253	Defa21
NM_001177481	Gm10104
XR_030959	Gm6689
NM_001177485	Gm15284
NM_207658	Defa22
NM_001012307	Defa23
XM_001475082	Defa-ps17
NM_007851	Defa5
NM_001177522	Gm14850
NM_001079933	Defa26
NM_001167790	Defa17
NM_001177528	Gm15315
NM_001024225	Defa24
NM_007843	Defb1
NM_199067	Defb50
NM_010030	Defb2
NM_139225	Defb10
NM_139224	Defb35
NM_139223	Defb13
NM_026459	Ccdc70
NM_183142	Alg11
NM_027338	Vps36
NM_019576	Thsd1
NM_199257	Tpte
NM_020560	Mrps31
NM_011394	Slc20a2
NM_145592	Dkk4
NM_008872	Plat
ENSMUST00000068068	1700041G16Rik
NM_001081149	Myst3
NM_001110783	Ank1
NM_029002	Nkx6-3
NM_013834	Sfrp1
NM_177086	Zmat4
ENSMUST00000066740	A730045E13Rik
NM_027194	Tm2d2
NM_010206	Fgfr1
NM_001081269	Whsc1l1
NM_028000	Ppapdc1b
NM_026032	Lsm1
NM_011485	Star
NM_008432	Kcnu1
NM_029965	Rnf170
NM_199042	Thap1
NM_001101502	Zfp703
NM_153592	Erlin2
NM_054044	Gpr124
NM_007918	Eif4ebp1
NM_001013609	Tex24
NM_173212	Chrnb3
NM_027618	Poteg
ENSMUST00000098846	Gm1698
NM_025869	Dusp26
NM_175136	Rnf122
NM_001112729	BC019943
NM_134161	Fut10
NM_001098233	Purg
NR_033589	Hmgb1-rs17
NM_031374	Tex15
NM_017374	Ppp2cb
NM_010344	Gsr
NM_001167922	Gtf2e2
ENSMUST00000067768	Gm9951
NM_001126314	Mboat4
NM_026432	Tmem66
NM_176933	Dusp4
NM_177741	Ppp1r3b
NM_001081279	Mfhas1
XM_146277	Gm501
NM_172911	D8Ertd82e
BC052184	6430573F11Rik
NM_001039220	AI429214
XR_034068	Gm16530
NM_030110	Efha2
